,Unnamed: 0,id,observed_on,description,latitude,longitude,map_scale,timeframe,species_guess,user_id,taxon_id,created_at,updated_at,place_guess,id_please,observed_on_string,iconic_taxon_id,num_identification_agreements,num_identification_disagreements,time_observed_at,time_zone,location_is_exact,delta,positional_accuracy,private_latitude,private_longitude,geoprivacy,quality_grade,positioning_method,positioning_device,out_of_range,license,uri,observation_photos_count,comments_count,zic_time_zone,oauth_application_id,observation_sounds_count,identifications_count,captive,community_taxon_id,site_id,old_uuid,public_positional_accuracy,mappable,cached_votes_total,last_indexed_at,private_place_guess,uuid,taxon_geoprivacy,short_description,user_login,iconic_taxon_name,tag_list,faves_count,created_at_utc,updated_at_utc,time_observed_at_utc,owners_identification_from_vision,user,taxon_name,rank,ancestry,common_name,common_name_id,common_name_name,is_valid,lexicon,rank_level,medium_photo_url,coordinates_obscured,tree_health
515,515,69117826,2021-02-05,"Pacific Spirit Regional Park, Vancouver, BC, Canada
",49.2540083333,-123.196525,,,western redcedar,459348,48252,2021-02-06T02:14:10.520Z,2021-02-06T02:22:14.102Z,"Vancouver, BC, Canada",False,2021/02/05 10:14 AM PST,47126,1,0,2021-02-05T18:14:00.000Z,Pacific Time (US & Canada),False,False,7.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69117826,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,7.0,True,0,2021-03-04T18:08:56.896Z,,def9b62a-b04b-4e71-b6ac-0c8fda3447e7,open,"Pacific Spirit Regional Park, Vancouver, BC, Canada
",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-02-06T02:14:10.520Z,2021-02-06T02:22:14.102Z,2021-02-05T18:14:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112072672/medium.jpg?1612569686,,healthy
516,516,69117824,2021-02-05,"Pacific Spirit Regional Park, Vancouver, BC, Canada
",49.2548305556,-123.2098916667,,,western redcedar,459348,48252,2021-02-06T02:14:10.008Z,2021-02-06T02:22:15.334Z,"UBC, University Endowment Lands, BC, Canada",False,2021/02/05 11:16 AM PST,47126,1,0,2021-02-05T19:16:00.000Z,Pacific Time (US & Canada),False,False,7.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69117824,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,7.0,True,0,2021-03-04T21:00:09.687Z,,79f0549e-cda7-4fa8-8ab2-674e2d70887c,open,"Pacific Spirit Regional Park, Vancouver, BC, Canada
",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-02-06T02:14:10.008Z,2021-02-06T02:22:15.334Z,2021-02-05T19:16:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112072601/medium.jpg?1612569644,,healthy
517,517,69117330,2021-02-04,"Sarah Helmick State Park.  Terraces above river, most of them flooded earlier this year.  Maintained for camping rather than biodiversity.  ",44.781853327,-123.237193419,,,western redcedar,1309897,48252,2021-02-06T02:05:31.886Z,2021-02-22T19:22:03.819Z,"Polk County, OR, USA",False,2021/02/04 4:31 PM PST,47126,1,0,2021-02-05T00:31:00.000Z,Pacific Time (US & Canada),False,False,185.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69117330,1,0,America/Los_Angeles,,0,2,False,48252.0,1.0,,185.0,True,0,2021-02-22T19:22:06.800Z,,40813d2a-21cf-4b1c-8c15-40b52ac5acb0,open,"Sarah Helmick State Park.  Terraces above river, most of them flooded earlier this year.  Maintained for camping rather than biodiversity.  ",sedgequeen,Plantae,['Sarah Helmick State Park'],0,2021-02-06T02:05:31.886Z,2021-02-22T19:22:03.819Z,2021-02-05T00:31:00.000Z,False,"{'login': 'sedgequeen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1309897/thumb.jpg?1541206817'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112081800/medium.jpeg?1612576188,,healthy
518,518,69105366,2021-02-05,blank,48.38951762439999,-123.5250003034,,,western redcedar,3874524,48252,2021-02-05T21:56:57.913Z,2021-02-05T22:02:48.468Z,"Metchosin Rd, Victoria, BC, CA",False,Fri Feb 05 2021 13:52:36 GMT-0800 (PST),47126,1,0,2021-02-05T13:52:36.000Z,UTC,False,False,65.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69105366,3,0,Etc/UTC,3.0,0,2,False,48252.0,5.0,,65.0,True,0,2021-03-04T09:09:27.608Z,,501ef30e-2ebb-4d1e-8e0c-d5262a897999,open,,chantellep,Plantae,[],0,2021-02-05T21:56:57.913Z,2021-02-05T22:02:48.468Z,2021-02-05T13:52:36.000Z,True,"{'login': 'chantellep', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112060601/medium.jpg?1612562244,,unhealthy
519,519,69100576,2021-02-05,"Earl Ave., Northwest and Northwest 70th",47.6795331343,-122.39185784950001,,,,3997442,48252,2021-02-05T19:59:19.182Z,2021-02-06T15:58:52.845Z,"27th Ave NW, Seattle, WA, US",False,Fri Feb 05 2021 11:56:39 GMT-0800 (PST),47126,0,0,2021-02-05T19:56:39.000Z,Pacific Time (US & Canada),False,False,30.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69100576,3,0,America/Los_Angeles,3.0,0,1,False,,1.0,,30.0,True,0,2021-02-25T17:38:47.905Z,,777e5499-4b49-4c4a-b10e-3117a5ac39a2,open,"Earl Ave., Northwest and Northwest 70th",kate_0423,Plantae,[],0,2021-02-05T19:59:19.182Z,2021-02-06T15:58:52.845Z,2021-02-05T19:56:39.000Z,True,"{'login': 'kate_0423', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112133229/medium.jpg?1612626985,,healthy
520,520,69100473,2021-02-05,blank,47.679485106,-122.3922885117,,,,3997442,48252,2021-02-05T19:56:38.774Z,2021-02-05T19:58:48.337Z,"NW 70th St, Seattle, WA, US",False,Fri Feb 05 2021 11:53:25 GMT-0800 (PST),47126,0,0,2021-02-05T19:53:25.000Z,Pacific Time (US & Canada),False,False,10.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69100473,3,0,America/Los_Angeles,3.0,0,1,False,,1.0,,10.0,True,0,2021-02-25T17:38:47.327Z,,3f25a3bd-7fcd-4072-8843-07214fe1e6aa,open,,kate_0423,Plantae,[],0,2021-02-05T19:56:38.774Z,2021-02-05T19:58:48.337Z,2021-02-05T19:53:25.000Z,True,"{'login': 'kate_0423', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112051596/medium.jpg?1612555004,,healthy
521,521,69100155,2021-02-05,"2817 nw 70
",47.6795021335,-122.3936154372,,,,3997442,48252,2021-02-05T19:49:34.591Z,2021-02-05T19:56:37.795Z,"NW 70th St, Seattle, WA, US",False,Fri Feb 05 2021 11:46:57 GMT-0800 (PST),47126,0,0,2021-02-05T19:46:57.000Z,Pacific Time (US & Canada),False,False,65.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69100155,3,0,America/Los_Angeles,3.0,0,1,False,,1.0,,65.0,True,0,2021-02-25T17:38:47.327Z,,3142e25c-6889-4e15-87d1-f0ecfdce5417,open,"2817 nw 70
",kate_0423,Plantae,[],0,2021-02-05T19:49:34.591Z,2021-02-05T19:56:37.795Z,2021-02-05T19:46:57.000Z,True,"{'login': 'kate_0423', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112051122/medium.jpg?1612554580,,healthy
522,522,69089864,2021-02-04,blank,47.615112304700006,-122.3552823341,,,,3993862,48252,2021-02-05T15:52:11.849Z,2021-02-05T15:52:19.873Z,"Myrtle Edwards Park, Seattle, WA, US",False,Thu Feb 04 2021 20:06:11 GMT-0800 (PST),47126,0,0,2021-02-04T20:06:11.000Z,UTC,False,False,6.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69089864,1,0,Etc/UTC,3.0,0,1,False,,1.0,,6.0,True,0,2021-02-10T01:07:39.963Z,,17e2127b-a37b-4720-835e-85b3a3ee697c,open,,nmccoy211,Plantae,[],0,2021-02-05T15:52:11.849Z,2021-02-05T15:52:19.873Z,2021-02-04T20:06:11.000Z,True,"{'login': 'nmccoy211', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112031817/medium.jpg?1612540336,,brown
523,523,69079934,2021-02-04,5715 17thAve NE ,47.6706215786,-122.3097227422,,,western redcedar,3997442,48252,2021-02-05T02:32:42.071Z,2021-02-05T13:00:12.829Z,"17th Ave NE, Seattle, WA, US",False,Thu Feb 04 2021 12:24:49 GMT-0800 (PST),47126,1,0,2021-02-04T20:24:49.000Z,Pacific Time (US & Canada),False,False,10.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69079934,2,0,America/Los_Angeles,3.0,0,2,False,48252.0,1.0,,10.0,True,0,2021-03-04T19:39:09.602Z,,614fcb2c-967e-480d-bfa9-bbf18fe2bb15,open,5715 17thAve NE ,kate_0423,Plantae,[],0,2021-02-05T02:32:42.071Z,2021-02-05T13:00:12.829Z,2021-02-04T20:24:49.000Z,True,"{'login': 'kate_0423', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112011795/medium.jpg?1612492372,,healthy
524,524,69074630,2021-02-04,blank,48.6612466667,-123.43052,,,western redcedar,3954615,48252,2021-02-05T00:41:34.178Z,2021-02-05T15:06:27.887Z,"Munro Rd, North Saanich, BC, CA",False,Thu Feb 04 2021 15:55:26 GMT-0800 (PST),47126,1,0,2021-02-04T23:55:26.000Z,Pacific Time (US & Canada),False,False,5.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69074630,3,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,5.0,True,0,2021-03-05T07:41:20.792Z,,72fc8a0b-f09a-45f1-87c9-e14282c39785,open,,itsnotmejg,Plantae,[],0,2021-02-05T00:41:34.178Z,2021-02-05T15:06:27.887Z,2021-02-04T23:55:26.000Z,True,"{'login': 'itsnotmejg', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3954615/thumb.jpg?1610852613'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112001996/medium.jpg?1612485699,,healthy
525,525,69067331,2021-02-04,blank,49.1421231013,-122.839416069,,,western redcedar,4001456,48252,2021-02-04T21:45:14.607Z,2021-02-05T00:40:51.375Z,"Frank Hurt, Surrey, BC, CA",False,Thu Feb 04 2021 13:33:05 GMT-0800 (PST),47126,1,0,2021-02-04T13:33:05.000Z,UTC,False,False,32.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69067331,1,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,32.0,True,0,2021-03-04T21:04:57.962Z,,f1e43b59-fa01-4068-9822-9ae71026a0a0,open,,vikash10,Plantae,[],0,2021-02-04T21:45:14.607Z,2021-02-05T00:40:51.375Z,2021-02-04T13:33:05.000Z,True,"{'login': 'vikash10', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111987812/medium.jpg?1612475117,,healthy
526,526,69067325,2021-02-04,blank,49.1416028333,-122.8387666667,,,western redcedar,3998500,48252,2021-02-04T21:45:06.936Z,2021-02-25T21:54:01.346Z,"77 Ave, Surrey, BC, CA",False,Thu Feb 04 2021 05:32:49 GMT-0800 (PST),47126,2,0,2021-02-04T05:32:49.000Z,UTC,False,False,19.0,,,,research,,,,,https://www.inaturalist.org/observations/69067325,1,1,Etc/UTC,3.0,0,3,False,48252.0,1.0,,19.0,True,0,2021-02-25T21:54:04.806Z,,d5241248-cd63-4770-b3de-e6a7c1b5bb8b,open,,annansia,Plantae,[],0,2021-02-04T21:45:06.936Z,2021-02-25T21:54:01.346Z,2021-02-04T05:32:49.000Z,True,"{'login': 'annansia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3998500/thumb.png?1612374727'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111987798/medium.jpg?1612475110,,healthy
527,527,69067321,2021-02-04,blank,49.1408336063,-122.8396834201,,,western redcedar,4001412,48252,2021-02-04T21:44:57.130Z,2021-02-05T00:46:37.543Z,"Greater Vancouver, CA-BC, CA",False,Thu Feb 04 2021 13:34:29 GMT-0800 (PST),47126,1,0,2021-02-04T13:34:29.000Z,UTC,False,False,73.0,,,,research,,,,,https://www.inaturalist.org/observations/69067321,1,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,73.0,True,0,2021-02-05T00:46:40.248Z,,4151650b-f7a2-41cf-940d-c9442d3e42f5,open,,ryan_juperatum,Plantae,[],0,2021-02-04T21:44:57.130Z,2021-02-05T00:46:37.543Z,2021-02-04T13:34:29.000Z,True,"{'login': 'ryan_juperatum', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4001412/thumb.png?1612473869'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111987779/medium.jpg?1612475100,,healthy
528,528,69067305,2021-02-04,blank,49.1413959722,-122.8393771314,,,western redcedar,4001412,48252,2021-02-04T21:44:39.399Z,2021-02-05T02:43:58.466Z,"Greater Vancouver, CA-BC, CA",False,Thu Feb 04 2021 13:32:31 GMT-0800 (PST),47126,2,0,2021-02-04T13:32:31.000Z,UTC,False,False,10.0,,,,research,,,,,https://www.inaturalist.org/observations/69067305,1,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,10.0,True,0,2021-02-05T02:44:02.123Z,,f0c3d38b-ee01-47b6-929d-35edf92031df,open,,ryan_juperatum,Plantae,[],0,2021-02-04T21:44:39.399Z,2021-02-05T02:43:58.466Z,2021-02-04T13:32:31.000Z,,"{'login': 'ryan_juperatum', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4001412/thumb.png?1612473869'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111987739/medium.jpg?1612475083,,healthy
529,529,69063990,2021-02-04,blank,47.6692049603,-122.31082714370001,,,,3997442,48252,2021-02-04T20:19:29.345Z,2021-02-05T02:39:22.316Z,"16th Ave NE, Seattle, WA, US",False,Thu Feb 04 2021 12:13:49 GMT-0800 (PST),47126,0,0,2021-02-04T20:13:49.000Z,Pacific Time (US & Canada),False,False,20.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69063990,3,0,America/Los_Angeles,3.0,0,1,False,,1.0,,20.0,True,0,2021-02-25T17:38:47.327Z,,b0c1832b-c285-4729-a918-829fb7e8545d,open,,kate_0423,Plantae,[],0,2021-02-04T20:19:29.345Z,2021-02-05T02:39:22.316Z,2021-02-04T20:13:49.000Z,False,"{'login': 'kate_0423', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111982327/medium.jpg?1612470565,,healthy
530,530,69031450,2021-02-03,blank,48.4592050362,-123.33583103459999,,,western redcedar,1494532,48252,2021-02-04T01:51:44.737Z,2021-02-05T13:01:12.452Z,"Elm St, Victoria, BC, CA",False,Wed Feb 03 2021 16:54:46 GMT-0800 (PST),47126,1,0,2021-02-04T00:54:46.000Z,Pacific Time (US & Canada),False,False,45.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69031450,2,1,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,45.0,True,0,2021-03-05T14:32:06.314Z,,63798618-2580-4d05-a45a-794253cfcaa9,open,,angelique_k,Plantae,[],0,2021-02-04T01:51:44.737Z,2021-02-05T13:01:12.452Z,2021-02-04T00:54:46.000Z,True,"{'login': 'angelique_k', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111923260/medium.jpg?1612403512,,dead
531,531,69030193,2021-02-03,blank,48.494058333299996,-123.3738,,,western redcedar,3950393,48252,2021-02-04T01:21:41.219Z,2021-02-04T02:45:18.029Z,"Victoria, BC V8X 5B7, Canada",False,2021-02-03 2:01:21 PM PST,47126,1,0,2021-02-03T22:01:21.000Z,Pacific Time (US & Canada),False,False,,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/69030193,2,0,America/Los_Angeles,2.0,0,2,False,48252.0,5.0,,,True,0,2021-03-04T23:06:16.238Z,,230422ea-9048-4fc1-8654-683ce7d12871,open,,jgavas,Plantae,[],0,2021-02-04T01:21:41.219Z,2021-02-04T02:45:18.029Z,2021-02-03T22:01:21.000Z,False,"{'login': 'jgavas', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111920980/medium.jpeg?1612401706,,healthy
532,532,69022951,2021-02-03,blank,49.7081617001,-121.4200585708,,,western redcedar,493573,48252,2021-02-03T22:30:47.504Z,2021-02-03T23:03:36.769Z,"Fraser Valley A, BC, Canada",False,2021-02-03 11:44:41 AM PST,47126,1,0,2021-02-03T19:44:41.000Z,Pacific Time (US & Canada),False,False,183.0,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/69022951,2,0,America/Los_Angeles,2.0,0,2,False,48252.0,1.0,,183.0,True,0,2021-03-04T13:03:48.975Z,,6690c011-8474-4779-9fbe-117a3220dfb2,open,,stellarhia,Plantae,[],0,2021-02-03T22:30:47.504Z,2021-02-03T23:03:36.769Z,2021-02-03T19:44:41.000Z,True,"{'login': 'stellarhia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/493573/thumb.jpeg?1587171766'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111907573/medium.jpeg?1612391452,,healthy
533,533,69022580,2021-02-03,blank,49.2033883333,-122.5985116667,,,western redcedar,3948162,48252,2021-02-03T22:22:24.449Z,2021-02-04T00:25:07.643Z,"Allard Cres, Langley, BC, CA",False,Wed Feb 03 2021 13:55:25 GMT-0800 (PST),47126,1,0,2021-02-03T21:55:25.000Z,Pacific Time (US & Canada),False,False,12.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69022580,4,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,12.0,True,0,2021-03-05T04:08:00.072Z,,2c7ea3f6-46ed-4d4a-bec1-6c9794a7155a,open,,gszalkai,Plantae,[],0,2021-02-03T22:22:24.449Z,2021-02-04T00:25:07.643Z,2021-02-03T21:55:25.000Z,True,"{'login': 'gszalkai', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3948162/thumb.jpg?1610607497'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111906991/medium.jpg?1612390957,,healthy
534,534,69021797,2021-02-03,blank,49.3266216667,-123.0828083333,,,western redcedar,2935373,48252,2021-02-03T22:01:56.106Z,2021-02-04T00:23:49.088Z,"Mahon Park, North Vancouver, BC, CA",False,Wed Feb 03 2021 12:15:19 GMT-0800 (PST),47126,1,0,2021-02-03T20:15:19.000Z,Pacific Time (US & Canada),False,False,10.0,,,,research,,,,CC0,https://www.inaturalist.org/observations/69021797,2,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,10.0,True,0,2021-03-05T07:42:51.325Z,,a952e997-d1ab-499a-8d40-efcf249e00c4,open,,yasminerahmatian,Plantae,[],0,2021-02-03T22:01:56.106Z,2021-02-04T00:23:49.088Z,2021-02-03T20:15:19.000Z,True,"{'login': 'yasminerahmatian', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2935373/thumb.png?1589058636'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111905345/medium.jpg?1612389722,,healthy
535,535,69017450,2021-02-03,blank,47.5347892754,-122.3939772976,,,western redcedar,3989905,48252,2021-02-03T20:15:03.420Z,2021-02-06T01:25:13.543Z,"Lincoln Park, Seattle, WA, US",False,Wed Feb 03 2021 12:13:52 GMT-0800 (PST),47126,2,0,2021-02-03T12:13:52.000Z,UTC,False,False,50.0,,,,research,,,,,https://www.inaturalist.org/observations/69017450,3,0,Etc/UTC,3.0,0,3,False,48252.0,1.0,,50.0,True,0,2021-02-06T01:25:17.061Z,,e63ba63a-2595-44aa-bd0d-43e5e3d9c3bf,open,,seattlemurrays,Plantae,[],0,2021-02-03T20:15:03.420Z,2021-02-06T01:25:13.543Z,2021-02-03T12:13:52.000Z,True,"{'login': 'seattlemurrays', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111897639/medium.jpg?1612383313,,healthy
536,536,69013035,2021-02-03,blank,49.1416555,-122.8392716667,,,western redcedar,3998500,48252,2021-02-03T18:20:54.242Z,2021-02-03T20:29:17.817Z,"138 St, Surrey, BC, CA",False,Wed Feb 03 2021 10:03:28 GMT-0800 (PST),47126,2,0,2021-02-03T10:03:28.000Z,UTC,False,False,17.0,,,,research,,,,,https://www.inaturalist.org/observations/69013035,1,0,Etc/UTC,3.0,0,3,False,48252.0,1.0,,17.0,True,0,2021-02-03T20:29:21.477Z,,2b87f8d5-d584-4ee6-9e24-c2a8d78baa90,open,,annansia,Plantae,[],0,2021-02-03T18:20:54.242Z,2021-02-03T20:29:17.817Z,2021-02-03T10:03:28.000Z,True,"{'login': 'annansia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3998500/thumb.png?1612374727'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111888355/medium.jpg?1612376459,,healthy
537,537,69012918,2021-02-03,blank,49.1412083333,-122.8391333333,,,western redcedar,3998504,48252,2021-02-03T18:16:49.499Z,2021-02-09T06:39:41.565Z,"138 St, Surrey, BC, CA",False,Wed Feb 03 2021 10:02:21 GMT-0800 (PST),47126,1,0,2021-02-03T10:02:21.000Z,UTC,False,False,14.0,,,,research,,,,,https://www.inaturalist.org/observations/69012918,4,1,Etc/UTC,3.0,0,3,False,48252.0,1.0,,14.0,True,0,2021-02-09T06:39:44.448Z,,8b8ebd86-f124-41a0-b6c5-26de2380f8ad,open,,arshdeep1,Plantae,[],0,2021-02-03T18:16:49.499Z,2021-02-09T06:39:41.565Z,2021-02-03T10:02:21.000Z,True,"{'login': 'arshdeep1', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3998504/thumb.jpeg?1612374772'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/111888147/medium.jpg?1612376212,,healthy
538,538,69012402,2021-02-03,blank,48.48062257,-123.55262818,,,western redcedar,3964973,48252,2021-02-03T18:03:01.039Z,2021-02-04T14:50:10.231Z,"Langford, BC, Canada",False,2021-02-03 10:02:01 AM PST,47126,1,0,2021-02-03T10:02:01.000Z,UTC,False,False,3.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69012402,2,0,Etc/UTC,2.0,0,2,False,48252.0,1.0,,3.0,True,0,2021-03-04T08:23:29.364Z,,651e6df9-7df2-4987-9b6f-10a026cf370a,open,,monette4,Plantae,[],0,2021-02-03T18:03:01.039Z,2021-02-04T14:50:10.231Z,2021-02-03T10:02:01.000Z,False,"{'login': 'monette4', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3964973/thumb.jpeg?1612382050'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111887405/medium.jpeg?1612375398,,healthy
539,539,68987531,2021-02-02,blank,50.309969063900006,-119.1980594501,,,western redcedar,3948139,48252,2021-02-03T02:55:36.313Z,2021-02-03T06:41:07.259Z,"Vernon, BC, CA",False,Tue Feb 02 2021 15:40:00 GMT-0800 (PST),47126,1,0,2021-02-02T23:40:00.000Z,Pacific Time (US & Canada),False,False,262.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/68987531,2,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,262.0,True,0,2021-03-04T09:18:33.872Z,,4b93640a-1f14-4210-a5da-8e2192788e9b,open,,ethanheckrodt,Plantae,[],0,2021-02-03T02:55:36.313Z,2021-02-03T06:41:07.259Z,2021-02-02T23:40:00.000Z,True,"{'login': 'ethanheckrodt', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3948139/thumb.jpg?1610684852'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/111841464/medium.jpg?1612320939,,healthy
